dms_code,venue_name,venue_address,pincode,region,state,city,status,google_ratings,google_review_count
EST-AN-1149,GOVERNMENTERNMENT INDUSTRIAL TRAINING INSTITUTE-ARONG,"ARONG, CAR NICOBAR, NICOBAR, ANDAMAN & NICOBAR ISLANDS - 744301, LANDMARK: NEAR GOVERNMENT SCHOOL ARONG",744301,EAST,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AN-1150,AISECT COMPUTER EDUCATION,"RANGAT BAZAR, MIDDLE ANDAMAN, NORTH AND MIDDLE ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744205, LANDMARK: NEAR BSNL OFFICE",744205,EAST,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,Inactive,Closed,Closed
EST-AN-1151,GOVERNMENT VOCATIONAL TRAINING INSTITUTE,"BAKULTALA, RANGAT, MIDDLE ANDAMAN, NORTH & MIDDLE ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744205, LANDMARK: BAKULTALA, RANGAT",744205,EAST,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AN-1154,SAI EDUCATION CENTRE,"NBCE - PORT BLAIR, SUPPLY LANE, RAJIV GANDHI NAGAR, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS",744104,EAST,ANDAMAN AND NICOBAR ISLANDS,PORT BLAIR,Active,4.9,86
EST-AN-1158,ADY'S & CO,"ROOM NO 04, SECOND FLOOR, RADHA KRISHNA COMPLEX, JUNGLIGHAT, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS",744103,EAST,ANDAMAN AND NICOBAR ISLANDS,PORT BLAIR,Active,-,-
EST-AN-1526,ANNAMALAI CENTER,"NEAR EQUAL SIGN, 101/2 MG ROAD, MIDDLE POINT, PORT BLAIR, ANDAMAN & NICOBAR ISLANDS",744101,EAST,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,Active,-,-
EST-AN-1152,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DOLLYGUNJ,"DOLLYGUNJ, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744103, LANDMARK: NEAR SLRM CENTER",744103,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AN-1153,DR B R AMBEDKAR INSTITUTE OF TECHNOLOGY,"NEAR SBI DOLLYGUNJ BRANCH, PAHARGAON, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744103, LANDMARK: NEAR SBI DOLLYGUNJ BRANCH",744103,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Active,3.9,217
EST-AN-1155,INDIA COMPUTER TECHNOLOGY,"2ND FLOOR, HIRA BHAVAN, ABERDEEN BAZAAR, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLAND - 744101, LANDMARK: NEAR ABERDEEN CLOCK TOWER, UPSTAIR BANK OF BARODA",744101,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Active,4.3,4
EST-AN-1156,SIS COMPUTER EDUCATION,"3RD FLOOR, 23 MG ROAD, MIDDLE POINT, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744101, LANDMARK: ABOVE UCO BANK",744101,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Active,3.6,3
EST-AN-1157,SWADHIN PORT BLAIR PVT ITI,"PROTHRAPUR, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744105, LANDMARK: NEAR NHIDCL & ST. JOSEPH'S CATHOLIC CHURCH",744105,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AN-1610,INDIA COMPUTER TECHNOLOGY-MIDDLE POINT,"1ST FLOOR, SHIVANAND BUILDING, MIDDLE POINT, PORT BLAIR, SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLANDS - 744101, LANDMARK: OPPOSITE BJP BHAWAN",744101,EAST,ANDAMAN AND NICOBAR ISLANDS,SRI VIJAYA PURAM,Active,4.3,9
EST-AR-1154,GOVERNMENTERNMENT INDUSTRIAL TRAINING INSTITUTE-BALINONG-MIAO,"BALINONG, KHARSANG, CHANGLANG, ARUNACHAL PRADESH - 792122, LANDMARK: BALINONG",792122,EAST,ARUNACHAL PRADESH,CHANGLANG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1160,DEPARTMENT OF COMPUTER SCIENCE AND ENGINEERING BROWSING CENTER ADJACENT TO MASS COMMUNICATION-RAJIV GANDHI UNIVERSITY-ITANAGAR,"DEPARTMENT OF COMPUTER SCIENCE AND ENGINEERING, RAJIV GANDHI UNIVERSITY, RONO HILLS, DOIMUKH, ITANAGAR, ARUNACHAL PRADESH - 791112, LANDMARK: RONO HILLS",791112,EAST,ARUNACHAL PRADESH,ITANAGAR,Inactive,4.2,22
EST-AR-1161,AP COMPUTER POINT,"JOHALANG ROAD, ITANAGAR, ARUNACHAL PRADESH - 791111, LANDMARK: NEAR CENTRAL DISTRICT JAIL",791111,EAST,ARUNACHAL PRADESH,ITANAGAR,Black listed,5,5
EST-AR-1162,RAJIV GANDHI UNIVERSITY,"UNIVERSITY ROAD, RONO HILLS, DOIMUKH, ITANAGAR, PAPUM PARE, ARUNACHAL PRADESH - 791112, LANDMARK: DEPARTMENT OF COMPUTER SCIENCE AND ENGINEERING BROWSING CENTER ADJACENT TO MASS COMMUNICATION-RAJIV GANDHI UNIVERSITY-ITANAGAR",791112,EAST,ARUNACHAL PRADESH,ITANAGAR,Active,3.4,43
EST-AR-1164,NERIST ONLINE TEST CENTER,"NERIST ONLINE TEST CENTER, FIRST FLOOR, DEPARTMENT OF MECHANICAL ENGINEERING, NERIST MAIN BLOCK, NIRJULI, ITANAGAR, ARUNACHAL PRADESH - 791109, LANDMARK: NERIST MAIN BLOCK",791109,EAST,ARUNACHAL PRADESH,ITANAGAR,Active,5,5
EST-AR-1520,HIMALAYAN UNIVERSITY,"JULLANG VILLAGE, ITANAGAR, PAPUMPARE, ARUNACHAL PRADESH - 791111, LANDMARK: NEAR CENTRAL JAIL",791111,EAST,ARUNACHAL PRADESH,ITANAGAR,Active,3.9,3
EST-AR-1155,GOVERNMENTERNMENT INDUSTRIAL TRAINING INSTITUTE-ROING,"ROING, LOWER DIBANG VALLEY, ARUNACHAL PRADESH - 792110, LANDMARK: OPPOSITE BRHMAPUTRA BOARD OFFICE, BESIDE TATA MOTORS SHOWROOM",792110,EAST,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1156,GOVERNMENTERNMENT INDUSTRIAL TRAINING INSTITUTE-YUPIA,"POLICE COLONY, YUPIA, PAPUM PARE, ARUNACHAL PRADESH - 791110, LANDMARK: NEAR DISTRICT & SESSIONS COURT, YUPIA",791110,EAST,ARUNACHAL PRADESH,PAPUM PARE,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1159,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-SAGALEE,"SAGALEE, PAPUM PARE, ARUNACHAL PRADESH - 791112, LANDMARK: CHRISTIAN REVIVAL CHURCH, SANGRING",791112,EAST,ARUNACHAL PRADESH,PAPUM PARE,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1157,GOVERNMENTERNMENT INDUSTRIAL TRAINING INSTITUTE-TABARIJO,"TABARIJO, DAPORIJO, UPPER SUBANSIRI, ARUNACHAL PRADESH - 791122, LANDMARK: NH 13",791122,EAST,ARUNACHAL PRADESH,UPPER SUBANSIRI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1158,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DIRANG,"DIRANG, WEST KAMENG, ARUNACHAL PRADESH - 790101, LANDMARK: NEAR DIRANG BOUTIQUE COTTAGES",790101,EAST,ARUNACHAL PRADESH,WEST KAMENG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AR-1163,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-MANIPOLYANG-ZIRO,"MANIPOLYANG, ZIRO, ARUNACHAL PRADESH - 791120, LANDMARK: NEAR PARADISE GUEST HOUSE",791120,EAST,ARUNACHAL PRADESH,ZIRO,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1476,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-PATHSALA,"P.O. - PATHASALA, DISTRICT - BAJALI, ASSAM - 781325, LANDMARK: NEAR IDP PATHSALA",781325,EAST,ASSAM,BAJALI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1159,BAISHNAB TECHNOLOGIES,"2ND FLOOR, NABIN BAZAR, K.K. ROAD, BARPETA TOWER, BARPETA, ASSAM - 781301, LANDMARK: NEAR CENTRAL BANK OF INDIA BARPETA TOWN BRANCH",781301,EAST,ASSAM,BARPETA,Inactive,4.4,5
EST-AS-1160,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-BARPETA,"SUNDARIDIA, JOTI GAON, BARPETA, ASSAM - 781314, LANDMARK: NEAR OFFICE OF THE SUPERINTENDENT OF POLICE, BARPETA",781314,EAST,ASSAM,BARPETA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1477,IDEAL TECHNICAL INSTITUTE-HOWLY,"HOWLY TOWN, BARPETA, ASSAM - 781316, LANDMARK: B B COMPLEX",781316,EAST,ASSAM,BARPETA,Active,4.3,4
EST-AS-1594,INDUSTRIAL TRAINING INSTITUTE-HOWLY (PRIVATE),"HOWLY TOWN, WARD NO. 9, PO&PS - HOWLY, BARPETA, ASSAM - 781316, LANDMARK: NEAR HOWLY POLICE STAION",781316,EAST,ASSAM,BARPETA,Active,-,-
EST-AS-1595,INDUSTRIAL TRAINING INSTITUTE-KALGACHIA (PRIVATE),"KALGACHIA COLLEGE ROAD, PO&PS- KALGACHIA, BARPETA, ASSAM - 781319, LANDMARK: NEAR EPITOM COMPUTER INSTITUTE",781319,EAST,ASSAM,BARPETA,Active,-,-
EST-AS-1478,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-BISWANATH CHARIALI,"P.O. - BURIGANJ, DISTRICT - BISWANATH, ASSAM - 784176, LANDMARK: NEAR BALIPUKHURI MV SCHOOL",784176,EAST,ASSAM,BISWANATH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1161,DISTRICT COMPUTER CENTRE-BONGAIGAON,"BORO BAZAR, BORPARA, MAYAPURI, BONGAIGAON, ASSAM - 783380, LANDMARK: NEAR BIRJHORA KANYA MAHAVIDYALAYA",783380,EAST,ASSAM,BONGAIGAON,Active,4.9,8
EST-AS-1408,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-BONGAIGAON,"ITI ROAD, NEW COLONY, MAHABIRSTAN, BONGAIGAON, ASSAM - 783380, LANDMARK: NEAR DISTRICT LIBRARY",783380,EAST,ASSAM,BONGAIGAON,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1596,KAZIRANGA INDUSTRIAL TRAINING INSTITUTE-BONGAIGAON,"PAWAN KUMAR PATH, WARD NO. 5, BONGAIGAON, ASSAM - 783380, LANDMARK: NEAR CHILARAY WEEKLY MARKET",783380,EAST,ASSAM,BONGAIGAON,Active,4,128
EST-AS-1786,TAPATTARY INDUSTRIAL TRAINING INSTITUTE (RUNNING UNDER PPP MODE),"VILLAGE - DEOHATI PART II, PO & PS - ABHAYAPURI, BONGAIGAON, ASSAM - 783384, LANDMARK: NEAR BIHU FIELD PARBOTIPUR",783384,EAST,ASSAM,BONGAIGAON,Active,-,-
EST-AS-1479,INDUSTRIAL TRAINING INSTITUTE-SONARI,"TITLAGRAH CHARIALI BORHAT, NAMRUP SONARI ROAD, CHARAIDEO, ASSAM - 782140, LANDMARK: NEAR PB HOSPITAL & DIAGNOSTIC RESEARCH CENTRE",782140,EAST,ASSAM,CHARAIDEO,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1597,SONARI INDUSTRIAL TRAINING INSTITUTE-CHARAIDEO,"SURUJ NAGAR, CHARAIDEO, ASSAM - 785690, LANDMARK: NEAR P.B. HOSPITAL",785690,EAST,ASSAM,CHARAIDEO,Active,-,-
EST-AS-1480,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-KAJALGAON,"KAJALGAON, CHIRANG, ASSAM - 783381, LANDMARK: NEAR N C BRAHMA ME SCHOOL",783381,EAST,ASSAM,CHIRANG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1382,AMALGAMATED PLANTATIONS PRIVATE INDUSTRIAL TRAINING INSTITUTE-BAJRAJHAR,"BAJRAJHAR, ODALGURI BTAD, RAILWAY STATION ROAD, ROWTA, ASSAM - 784508, LANDMARK: NEAR ROWTA STATION HIGH SCHOOL",784508,EAST,ASSAM,DARRANG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1506,INDUSTRIAL TRAINING INSTITUTE-MANAGLDAI,"GERIMARI, PRAFULLANAGAR, MANGALDAI, DARRANG, ASSAM - 784125, LANDMARK: NEAR MAHARSHREE VIDYA MANDIR",784125,EAST,ASSAM,DARRANG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1598,"INTEGRATED TECHNICAL INSTITUTE-OUTALA, DARRANG","VILLAGE - BENGBORA, PO - OUTALA , DARRANG, ASSAM - 784525, LANDMARK: NEAR MOBILE TOWER",784525,EAST,ASSAM,DARRANG,Active,4.1,18
EST-AS-1599,INDUSTRIAL TRAINING INSTITUTE-DALGAON,"KACHARIPARA, DALGAON, DARRANG, ASSAM - 784116, LANDMARK: NEAR PANDIT DEENDAYAL UPADHYAYA COLLEGE",784116,EAST,ASSAM,DARRANG,Active,-,-
EST-AS-1383,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DHEMAJI,"BHEHPARA, MEDICAL ROAD, NH 15, DHEMAJI ASSAM - 787057, LANDMARK: NEAR DISTRICT EMPLOYMENT EXCHANGE",787057,EAST,ASSAM,DHEMAJI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1481,GYANAM PRIVATE INDUSTRIAL TRAINING INSTITUTE-DHEMAJI,"DHEMAJI, GOWAL CHAPORI SESAJAN, ASSAM - 787057, LANDMARK: NEAR OLD TRUCK STAND",787057,EAST,ASSAM,DHEMAJI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1482,INDUSTRIAL TRAINING INSTITUTE-GHILAMARA (PRIVATE),"GHILAMARA TINIYALI, GHILAMARA, LAKHIMPUR, ASSAM - 787053, LANDMARK: NEAR GHILAMARA HIGHER SECONDARY SCHOOL",787053,EAST,ASSAM,DHEMAJI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1384,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-SOUTH SALMARA,"RANGAMATI COLLEGE ROAD, ALOMGANJ, DHUBRI, ASSAM - 783339, LANDMARK: NEAR JAL JEVAN MISSION NO. 1 & ALAMGANJ RANGAMATI COLLEGE",783339,EAST,ASSAM,DHUBRI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1483,EGR PRIVATE INDUSTRIAL TRAINING INSTITUTE-GAURIPUR,"GAURIPUR, DHUBRI, ASSAM - 783331, LANDMARK: NEAR BEPARIPATTIBUSSTAND",783331,EAST,ASSAM,DHUBRI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1484,INDUSTRIAL TRAINING INSTITUTE-GOLOKGANJ,"WARD NO. 4, GOLOKGANJ, DHUBRI, ASSAM - 783334, LANDMARK: NEAR FIRE BRIGADE OFFICE",783334,EAST,ASSAM,DHUBRI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1601,"CHAPAR COMMERCIAL INSTITUTE-CHAPAR, DHUBRI","PO - CHAPAR, DHUBRI - 783371, LANDMARK: NEAR M BAZAR",783371,EAST,ASSAM,DHUBRI,Active,4.3,22
EST-AS-1602,INDUSTRIAL TRAINING INSTITUTE-CHOTOGIRIGAON,"VILLAGE - CHOTOGIRAIRPAR, PO-BARKANDA, PS- BILASIPARA, DHUBRI, ASSAM - 783348, LANDMARK: CHOTOGIRAIRPAR VILLAGE",783348,EAST,ASSAM,DHUBRI,Active,-,-
EST-AS-1603,PRIVATE INDUSTRIAL TRAINING INSTITUTE-DHUBRI,"COLLEGE ROAD, WEST PRADHANIPARA, PO & PS - KHALIPUR , DHUBRI, ASSAM - 783325, LANDMARK: NEAR B.N. COLLEGE",783325,EAST,ASSAM,DHUBRI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1009,LAHOWAL COLLEGE,"COLLEGE ROAD, LAHOWAL - DULIAJAN ROAD, LAHOWAL, DIBRUGARH, ASSAM - 786010, LANDMARK: NEAR ION DIGITAL ZONE, LAHOWAL",786010,EAST,ASSAM,DIBRUGARH,Active,4.1,4
EST-AS-1162,SANKALPA FOUNDATION,"JAPIHOJIA GAON, BOKUL BYPASS CHARIALI, LAHOWAL, DIBRUGARH, ASSAM - 786010, LANDMARK: NEAR POLYTECHNIC",786010,EAST,ASSAM,DIBRUGARH,Active,3.9,3
EST-AS-1485,BRAHMAPUTRA PRIVATE INDUSTRIAL TRAINING INSTITUTE-TENGAKHAT,"ASSAM TRUNK ROAD, TENGAKHAT TOWN, DIBRUGARH, ASSAM - 786003, LANDMARK: NEAR PETROL PUMP",786003,EAST,ASSAM,DIBRUGARH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1486,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DIBRUGARH,"BARBARUA, DIBRUGARH, ASSAM - 786007, LANDMARK: NEAR BARBUARAH BLOCK DEVELOPMENT OFFICE",786007,EAST,ASSAM,DIBRUGARH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1487,INDIAN TECHNICAL INSTITUTE-DULIAJAN (PRIVATE),"DULIAJAN, 16 NO. TINIALI, DULIAJAN, DIBRUGARH, ASSAM - 786602, LANDMARK: ABOVE ALLAHABAD BANK",786602,EAST,ASSAM,DIBRUGARH,Active,4.1,4
EST-AS-1488,MORAN JUNIOR COLLEGE-DIBRUGARH,"PO - MORAN,DIKHARI, KHOWANG, DIBRUGARH, ASSAM - 785675, LANDMARK: NEAR MORAN JATIYA VIDYALAYA",785675,EAST,ASSAM,DIBRUGARH,Active,4,4
EST-AS-1489,NORTH EASTERN ENGINEERING INSTITUTE-CHABUA (PRIVATE),"CHABUA COLLEGE ROAD, CHABUA, DIBRUGARH, ASSAM - 786184, LANDMARK: NEAR CHABUA RAILWAY STATION",786184,EAST,ASSAM,DIBRUGARH,Active,3.9,3
EST-AS-1490,TRADE AND TECHNOLOGY-MORAN (PRIVATE),"MORAN, PHATIKASUA, VILL - CHAKALIA, PO - DIKHARI, DIBRUGARH, ASSAM - 785675, LANDMARK: NEAR MORAN JATIYA VIDYALAYA",785675,EAST,ASSAM,DIBRUGARH,Active,4.5,4
EST-AS-1491,TRADE AND TECHNOLOGY-DULIAJAN (PRIVATE),"TIPLING, DULIAJAN, DIBRUGARH, ASSAM - 786602, LANDMARK: NEAR ASEB OFFICE",786602,EAST,ASSAM,DIBRUGARH,Active,4.5,4
EST-AS-1604,INDUSTRIAL TRAINING INSTITUTE-TINGKHONG (RUNNING UNDER PPP MODE),"KEKURI, PO - BAMUNBARI, DIBRUGARH, ASSAM - 786613, LANDMARK: BAMUNBARI",786613,EAST,ASSAM,DIBRUGARH,Active,-,-
EST-AS-1347,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-HAFLONG,"BETHEL, HAFLONG, NC HILLS, DIMA HASAO, ASSAM - 788819, LANDMARK: ITI ROAD",788819,EAST,ASSAM,DIMA HASAO,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1398,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-GOALPARA,"GOALPARA - MORNOI ROAD, GOALPARA, ASSAM - 783121, LANDMARK: NEAR GOALPARA POLYTECHNIC & CRPF TRAINING FIELD",783121,EAST,ASSAM,GOALPARA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1492,LAKHIPUR PRIVATE INDUSTRIAL TRAINING INSTITUTE,"FOLIMARI, LAKHIPUR, GOALPARA, ASSAM - 783129, LANDMARK: NEAR FOLIMARI HIGH SCHOOL",783129,EAST,ASSAM,GOALPARA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1385,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-GOLAGHAT,"PULIBOR, PODUMONI, GOLAGHAT, ASSAM - 785622, LANDMARK: NEAR GOLAGHAT EAST DEVELOPMENT BLOCK",785622,EAST,ASSAM,GOLAGHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1001,ASSAM DOWN TOWN UNIVERSITY- PANIKHAINDUSTRIAL TRAINING INSTITUTE-DISPUR,"SANKAR MADHAV PATH, GANDHI NAGAR, PANIKAITI, KAMRUP, ASSAM - 781026, LANDMARK: NEAR PANIKHETI BUS STOP",781026,EAST,ASSAM,GUWAHATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1002,BINAPANI EDUCATION CENTER,"HOUSE NO 354, BARBARI, VIP ROAD, GUWAHATI, ASSAM - 781036, LANDMARK: OPPOSITE DOORDARSHAN COLONY",781036,EAST,ASSAM,GUWAHATI,Active,2.2,13
EST-AS-1005,FUTURE TECH EDUCATION,"HOUSE NO. 27, FIRST FLOOR, ODALBAKRA MAIN ROAD, KAHILIPARA, GUWAHATI, ASSAM - 781034, LANDMARK: ABOVE BALAJI HARDWARE",781034,EAST,ASSAM,GUWAHATI,Active,2.9,2
EST-AS-1006,GATE INSTITUTE-TIRSANG EDUCATION CENTRE,"3RD FLOOR, APSARAH PALACE, MANIRAM DEWAN ROAD, CHANDMARI, GUWAHATI, ASSAM - 781003, LANDMARK: OPPOSITE SBI CHANDMARI BRANCH",781003,EAST,ASSAM,GUWAHATI,Active,3.2,3
EST-AS-1007,GIRIJANANDA CHOWDHURY UNIVERSITY ASSAM,"GUWAHATI ROAD, AZARA, HATKHOWAPARA, GUWAHATI,ASSAM - 781017, LANDMARK: NEAR DONBOSCO UNIVERSITY",781017,EAST,ASSAM,GUWAHATI,Active,4,4
EST-AS-1011,NERIM GROUP OF INSTITUTIONS,"PADMA NATH SARMAH BHAWAN, TRIPURA ROAD, JAYA NAGAR, KHANAPARA, GUWAHATI, ASSAM - 781022, LANDMARK: NEAR AGILE HOSPITALS PVT. LTD.",781022,EAST,ASSAM,GUWAHATI,Active,4,4
EST-AS-1012,NETES INSTITUTE OF PHARMACEUTICAL SCIENCES-UNDER NEMCARE GROUP OF INSTITUTIONS,"NH 37, SHANTIPUR, MIRZA, KAMRUP, ASSAM - 781125, LANDMARK: NITS INSTITUTE OF TECHNOLOGY & SCIENCE",781125,EAST,ASSAM,GUWAHATI,Active,3.7,3
EST-AS-1014,SCHOLARS INSTITUTE OF TECHNOLOGY & MANAGEMENT GUWAHATI,"GAROGHULI ROAD, LOKHARA NC, GARCHUK, GUWAHATI, ASSAM - 781035, LANDMARK: ON THE WAY TO GAROGHULI WATER FALL",781035,EAST,ASSAM,GUWAHATI,Active,3.9,3
EST-AS-1017,STUDY LINK ACADEMY,"HOUSE NO. 2, AK DEB ROAD, FATASIL, GUWAHATI, ASSAM - 781009, LANDMARK: NEAR INDIAN BANK & ND MALL",781009,EAST,ASSAM,GUWAHATI,Active,3.3,3
EST-AS-1386,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-GUWAHATI,"GOPINATH NAGAR ROAD, SANKARPUR, BIRUBARI, GUWAHATI, ASSAM - 781016, LANDMARK: NEAR NATIONAL CAREER SERVICE CENTRE FOR DIFFERENTIALY ABLED",781016,EAST,ASSAM,GUWAHATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1387,TOOL ROOM AND TRAINING CENTRE,"NORTH GUWAHATI ROAD, INDUSTRIAL AREA, AMINGAON, GUWAHATI, ASSAM - 781031, LANDMARK: NEAR OFFICE OF THE SECTION OFFICER",781031,EAST,ASSAM,GUWAHATI,Active,4.2,4
EST-AS-1402,INDIAN INSTITUTE FOR FINANCE AND MANAGEMENT (IIFM),"2ND FLOOR, RAMENDRA ARENA, R.G.B ROAD, GUWAHATI, ASSAM",781021,EAST,ASSAM,GUWAHATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1405,MAA KAMAKHAYA ONLINE,"GARCHUK, GUWAHATI, KAMRUP METROPOLITAN, ASSAM - 781035, LANDMARK: PUB BARAGAHON",781035,EAST,ASSAM,GUWAHATI,Inactive,4.6,36569
EST-AS-1409,NEMCARE MODEL PRIVATE INDUSTRIAL TRAINING INSTITUTE,"NGI MIRZA RD, MIRZA, PARLLI PART, GUWAHATI, ASSAM - 781128, LANDMARK: NEAR NITS INSTITUTE OF TECHNOLOGY & SCIENCE",781128,EAST,ASSAM,GUWAHATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1493,ASIAN INFOTECH-GUWAHATI-PRIVATE,"ZOO ROAD TINIALI, APURBA SINHA PATH, GUWAHATI, ASSAM - 781003, LANDMARK: NEAR ZOO TINIALI BUS STOP",781003,EAST,ASSAM,GUWAHATI,Active,5,5
EST-AS-1494,KAMRUP COLLEGE OF VOCATIONAL TRAINING-GUWAHATI (PRIVATE),"AZIZ PATH, GUWAHATI CLUB, GUWAHATI, ASSAM - 781003, LANDMARK: OPPOSITE TC GIRLS SCHOOL",781003,EAST,ASSAM,GUWAHATI,Active,4.6,4
EST-AS-1495,KAMRUP EDUCATIONAL TRUST-GUWAHATI,"SHADABOR AVENUE BY LANE 7, HOUSE NO. 2, PO - BAMUNIMAIDAN, MOTHER TERESA ROAD, GUWAHATI, ASSAM - 781021, LANDMARK: NEAR GEETA NAGAR POLICE SATAION",781021,EAST,ASSAM,GUWAHATI,Active,4.5,4
EST-AS-1496,NICE PRIVATE INDUSTRIAL TRAINING INSTITUTE-GUWAHATI,"RG BARUAH ROAD, MANIK NAGAR, BY LANE 1, DIST: KAMRUP METRO, ASSAM - 781005, LANDMARK: NEAR RAJDHANI NURSERY BUS STOP",781005,EAST,ASSAM,GUWAHATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1528,ANTILIYA ONLINE EXAM CENTER,"AK DEB ROAD, GUWAHATI, ASSAM - 781035, LANDMARK: OPPOSITE KATABARI 1 NO. MASJID",781035,EAST,ASSAM,GUWAHATI,Active,3.3,3
