dms_code,venue_name,venue_address,pincode,region,state,city,status,google_ratings,google_review_count
WST-MP-2552,SANSKAR COMPUTERS,"SHIRIRAM COMPLEX RAJGARH BYPASS CHOURAHA, BIAORA PIN CODE :, 465674",465674,WEST,MADHYA PRADESH,RAJGARH,Active,-,-
WST-MP-2555,SAFAL ACADEMY,"ANAND VIHAR COLONY , NARSINGHAGH ROAD,OPPOSITE BHARAT PETROL PUMP,KURAWAR-RAJGARH, 465667",465667,WEST,MADHYA PRADESH,RAJGARH,Active,4.7,125
WST-MP-2814,PRAGYAN PRIVATE ITI BIAORA RAJGARH,NEAR PRABHAT BREAD FACTORY OLD A.B ROAD BIAORA. PIN: 465674.,465674,WEST,MADHYA PRADESH,RAJGARH,Active,-,-
WST-MP-2872,GOVERNMENT MODEL ITI RAJGARH,WARD NO 08 BINOVA BHAVE WARD NEAR SANKAT MOCHAN MANCHIR RAJGARH 465661,465661,WEST,MADHYA PRADESH,RAJGARH,Active,-,-
WST-MP-2168,MARUTI COLLEGE OF PROFFESSIONAL STUDIES,"NEAR SATRUNDA , MHOW NEEMUCH ROAD , RATLAM, 457441",457441,WEST,MADHYA PRADESH,RATLAM,Active,3.5,92
WST-MP-2256,"SRAJAN INSTITUTE OF TECHNOLOGY , MANAGEMENT AND SCIENCE","JOARA ROAD, INDUSSTRIAL AREA RATLAM, 457001",457001,WEST,MADHYA PRADESH,RATLAM,Inactive,3.8,3
WST-MP-2534,GOVT ITI Ã¢Â€Â“ RATLAM,"66, ITI RD, JAWAHAR NAGAR, SAILANA ROAD , RATLAM, MADHYA PRADESH 457001",457001,WEST,MADHYA PRADESH,RATLAM,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2868,GOVERNMENT ITI RATLAM,"NEAR SAJJAN MILL ,SAILANA ROAD, RATLAM-457001",457001,WEST,MADHYA PRADESH,RATLAM,Active,-,-
WST-MP-2169,PENTIUM POINT TECHNICAL COLLEGE,"KARAHIYA, SEMARIYA ROAD, REWA(MP), 486003",486003,WEST,MADHYA PRADESH,REWA,Active,3.8,351
WST-MP-2170,SHRI B P COMPUTER ACADEMY,"NEAR JANTA COLLEGE, WARD NO. 10, ANANTPUR, REWA(MP), 486001",486001,WEST,MADHYA PRADESH,REWA,Active,4.1,4
WST-MP-2778,JAWAHARLAL NEHRU COLLEGE OF TECHNOLOGY-JNCT,"BY PASS ROAD, RATAHARA, NEAR RTO OFFICE REWA,MADHYA PRADESH 486001",486001,WEST,MADHYA PRADESH,REWA,Venue Removed,4.7,4
WST-MP-2866,GOVERNMENT-DIVISIONAL ITI REWA,"NEAR MODEL H.S SCHOOL STADIUM ROAD, BODA BAG REWA 486001",486001,WEST,MADHYA PRADESH,REWA,Active,4.3,26
WST-MP-2171,ADINA INSTITUTE OF SCIENCE & TECHNOLOGY,"NEAR LEHDARA NAKA NH-86 BHOPAL ROAD ROAD SAGAR, 470002",470002,WEST,MADHYA PRADESH,SAGAR,Active,4.1,4
WST-MP-2172,GYANSAGAR COLLEGE OF ENGINEERING,"N.H.26,NARSINGHPUR ROAD VILL- SIRONJA SAGAR, 470001",470001,WEST,MADHYA PRADESH,SAGAR,Active,-,-
WST-MP-2173,GYANVEER INSTITUTE OF MANAGEMENT & SCIENCE,"RAJGHAT ROAD TILLI SAGAR, TILLI TIGADDA, 470002",470002,WEST,MADHYA PRADESH,SAGAR,Active,3.7,3
WST-MP-2174,INFINITY MANAGEMENT & ENGINEERING COLLEGE,"PATHARIYA JAAT SAGAR, SAGAR, MADHYA PRADESH, 470004",470004,WEST,MADHYA PRADESH,SAGAR,Active,5,1
WST-MP-2175,NOBLE COLLEGE,"DIVYA JYOTI SHIKSHA SAMITI NOBLE COLLEGE CAMPUS,RAJAKHEDI,MAKRONIA SAGAR(M.P.), 470004",470004,WEST,MADHYA PRADESH,SAGAR,Active,3.7,474
WST-MP-2176,S S H C JAIN INSTITUTE OF MANAGEMENT & RESEARCH,"N.H.26,NARSINGHPUR ROAD BEHIND MPEB,MAKRONIYA SAGAR(M.P.), 470003",470003,WEST,MADHYA PRADESH,SAGAR,Active,-,-
WST-MP-2177,SWAMI VIVEKANAND UNIVERSITY,"SIRONJA, NEAR JYOTI PETROL PUMP, SAGAR, 470001",470001,WEST,MADHYA PRADESH,SAGAR,Active,4.1,10
WST-MP-2815,SHEETAL SKILL DEVELOPMENT CENTER,"NEAR PT. RAVISHANKAR GIRLS SCHOOL,RAJIV NAGAR WARD SAGAR(M.P.)-470002",470002,WEST,MADHYA PRADESH,SAGAR,Active,3.9,641
WST-MP-2819,DPS PRIVATE ITI-SAGAR,"DPS PRIVATE ITI-SAGAR BEHIND HOTEL BRIJ PALACE,MAKRONIA STATION ROAD,GAMBHIRIYA,MAKRONIYA SAGAR (MP), 470004",470004,WEST,MADHYA PRADESH,SAGAR,Active,-,-
WST-MP-2888,GOVERNMENT ITI SAGAR,"KHURAI ROAD, SHASTRI WARD , NEAR VIDYASAGAR BUS STAND SAGAR (MP). 470002",470002,WEST,MADHYA PRADESH,SAGAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2178,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE SATNA,"ADITYA COLLEGE OF TECHNOLOGY & SCIENCE 95 MAHADEVA ROAD,SHERGANJ,SATNA(M.P), 485001",485001,WEST,MADHYA PRADESH,SATNA,Active,4.4,4
WST-MP-2179,AKS UNIVERSITY,"AKS UNIVERSITY,PANNA ROAD ,SHERGANJ SATNA (M.P), 485001",485001,WEST,MADHYA PRADESH,SATNA,Active,3.8,1463
WST-MP-2180,SHRI RAMA KRISHNA COLLEGE OF COMMERCE & SCIENCE SATNA,"NEAR BJP OFFICE BHARHUT NAGAR ( M.P ), 485001",485001,WEST,MADHYA PRADESH,SATNA,Inactive,3.6,488
WST-MP-2181,"SHRI RAMAKRISHNA COLLEGE OF POLYTECHNINC & MANAGEMENT SATNA,","CHANDI MATA TEMPLE ROAD,KARHI PAWAI SATNA ( M.P.), 485001",485001,WEST,MADHYA PRADESH,SATNA,Active,-,-
WST-MP-2182,VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE SATNA,"KARHI ROAD AMOUDHA SATNA ( M.P), 485002",485002,WEST,MADHYA PRADESH,SATNA,Active,3.9,447
WST-MP-2550,DEENDAYAL RESEARCH INSTITUTE,"UDYAMITA VIDYAPEETH,NEAR SPHATICSHILLA MOD,CHITRAKOOT,SATNA ( M.P), 485334",485334,WEST,MADHYA PRADESH,SATNA,Active,4,4
WST-MP-2583,MAA MEERA CONVANT HIGHER SECONDARY SCHOOL,"NEAR VAISHNO DEVI TEMPLE, DALIBABA ROAD,SATNA, 485001",485001,WEST,MADHYA PRADESH,SATNA,Active,-,-
WST-MP-2257,SWAMI VIVEKANAND COLLEGE OF PROFESSIONAL STUDIES,AWADHPURI COLONY SEHORE (MP) PIN: 466001 LANDMARK : NEAR GIRLS GOVERNMENT. COLLEGE,466001,WEST,MADHYA PRADESH,SEHORE,Active,4.1,10
WST-MP-2259,IES PUBLIC SCHOOL,"ITC CHAUPAL, IES CAMPUS NEAR, RAFIQUEGANJ, MADHYA PRADESH, 466001",466001,WEST,MADHYA PRADESH,SEHORE,Active,4.6,117
WST-MP-2378,GOVERNMENT EKLAVYA ITI,"EKLAVYA GOVERNMENT. ITI CHAKLADI, TEHSIL REHTI, DISTT-SEHORE, STATE: MADHYA PRADESH, 466446",466446,WEST,MADHYA PRADESH,SEHORE,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2581,DR AMBEDKAR GOVERNMENT WOMENS ITI SEHORE,"DR. AMBEDKAR GOVERNMENT. WOMEN ITI,BEHIND AWASIYA KHELKOOD GROUND,NEAR BHOPAL NAKA,SEHORE (M.P., 466001",466001,WEST,MADHYA PRADESH,SEHORE,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2873,SEVA RAM TARA RAMSHIKSHA SAMITI,"SUBHASH NAGAR COLONY,RAILWAY STATION ROAD, SEHORE-466001",466001,WEST,MADHYA PRADESH,SEHORE,Active,-,-
WST-MP-2183,CEREBRAL HEIGHTS COMPUTER,"CHC COLLEGE,CHHINDWARA CHOWK, MATH ROAD, TILAK WARD,SEONI M.P., 480661",480661,WEST,MADHYA PRADESH,SEONI,Active,4.5,5
WST-MP-2184,COMPUTER VEDAS,"LANE 3,HOUSING BOARD COLONY ,BARAPATHAR ,SEONI ., 480661",480661,WEST,MADHYA PRADESH,SEONI,Inactive,4.1,4
WST-MP-2816,GOVERNMENT ITI SEONI,"GOVERNMENT. ITI CAMPUS, BARGHAT BYPASS SQUARE, BARGHAT ROAD CHHIDIYA PALARI, SEONI MP-480661",480661,WEST,MADHYA PRADESH,SEONI,Active,3.9,102
WST-MP-2185,RAJIV GANDHI INSTITUTE OF COMPUTER-SHAHDOL,"BESIDE RAJENDRA TALKIES, KAMDHENU BHAVAN, SHAHDOL MP, 484001",484001,WEST,MADHYA PRADESH,SHAHDOL,Active,3.4,3
WST-MP-2890,GOVERNMENT DIVISIONAL ITI SHAHDOL,"REWA ROAD, SOHAGPUR SHAHDOL 484001 MP",484001,WEST,MADHYA PRADESH,SHAHDOL,Active,4.8,6
WST-MP-2258,"HOLKAR PVT ITI , KALAPIPAL","SHARMA COLONY NEAR KRISHI UPAJ MANDI ROAD KALAPIPAL, 465337",465337,WEST,MADHYA PRADESH,SHAJAPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2544,HOLKAR INTERNATIONAL SCHOOL,"SHARMA COLONY NEAR KRISHI UPAJ MANDI ROAD KALAPIPAL, 465337",465337,WEST,MADHYA PRADESH,SHAJAPUR,Active,-,-
WST-MP-2867,GOVERNMENT ITI SHAJAPUR,"SHAJAPUR, NH-3, AGRA - MUMBAI HWY, AADITYA NAGAR, SHAJAPUR, MADHYA PRADESH 465001",465001,WEST,MADHYA PRADESH,SHAJAPUR,Active,4.4,18
WST-MP-2186,SHRI RADHE PRIVATE ITI,"PALI ROAD RAIPURA BARDHA LINK ROAD SHEOPUR, 476337",476337,WEST,MADHYA PRADESH,SHEOPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2521,SHRI RADHE COMPUTER CENTER,"PALI ROAD RAIPURA BARDHA LINK ROAD SHEOPUR, 476337",476337,WEST,MADHYA PRADESH,SHEOPUR,Active,-,-
WST-MP-2582,GOVERNMENT ITI-SHEOPUR,"SHEOPUR BYPASS ROAD , BEHIND POLYTECHNIC COLLEGE, SHEOPUR MP, 476337",476337,WEST,MADHYA PRADESH,SHEOPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2187,NEW RADIANT COLLEGE,"GRAM KAKARWAYA. CRPF CIAT CAMPUS, SHIVPURI MP, 473551",473551,WEST,MADHYA PRADESH,SHIVPURI,Active,-,-
WST-MP-2260,SAHARA PVT ITI,"VIVEKANAND PURAM, BEHIND TV TOWER, 473551",473551,WEST,MADHYA PRADESH,SHIVPURI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2505,NEW CIFINET PVT ITI,"NAWAB SAHAB ROAD, SHIVPURI, 473551",473551,WEST,MADHYA PRADESH,SHIVPURI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2545,CHITRANSH GROUP,"VIVEKANAND PURAM, BEHIND TV TOWER, 473551",473551,WEST,MADHYA PRADESH,SHIVPURI,Active,4.6,21
WST-MP-2553,GOVERNMENT ITI SHIVPURI,"JHANSI ROAD,NEAR GUNA BYPASS , SHIVPURI, MADHYA PRADESH, 473551",473551,WEST,MADHYA PRADESH,SHIVPURI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2188,KAMLA MEMORIAL COLLEGE,"NEAR GOPAL DAS DAM, PADRA, SIDHI(MP)., 486661",486661,WEST,MADHYA PRADESH,SIDHI,Active,3.8,3
WST-MP-2189,SIT COLLEGE,"JAMODI SENGRAN, SIDHI(MP)., 486661",486661,WEST,MADHYA PRADESH,SIDHI,Active,3.7,395
WST-MP-2190,AMRIT VIDHYAPEETH B ED COLLEGE,"VINDHYA NAGAR- WAIDHAN ROAD,NEAR NEELAM HOTEL, SINGRAULI, 486885",486885,WEST,MADHYA PRADESH,SINGRAULI,Active,-,-
WST-MP-2869,GOVERNMENT ITI SINGRAULI,"VILL-TELAI,POST-KACHANI,DISTRICT-SINGRAULI(M.P.), 486887",486887,WEST,MADHYA PRADESH,SINGRAULI,Inactive,-,-
WST-MP-2191,SHRI RAWATPURA SARKAR PVT ITI,"BEHIND BAIKUNTHI, BAIKUNTHI CHAKRA BYPASS ROAD, TIKAMGARH, 472001",472001,WEST,MADHYA PRADESH,TIKAMGARH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2391,GOVERNMENT ITI TIKAMGARH,"NEAR CHHATRASHAL DWAR MAU ROAD TIKAMGARH, 472001",472001,WEST,MADHYA PRADESH,TIKAMGARH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2392,SHARP COMPUTER CENTRE,"OPP PUSHPA SCHOOL, JHANSI ROAD, TIKAMGARH, MP, 472001",472001,WEST,MADHYA PRADESH,TIKAMGARH,Active,4.2,4
WST-MP-2548,SHRI RAWATPURA SARKAR INSTITUTE TIKAMGARH,"BEHIND BAIKUNTHI, BAIKUNTHI CHAKRA BYPASS ROAD, TIKAMGARH, 472001",472001,WEST,MADHYA PRADESH,TIKAMGARH,Active,3.8,190
WST-MP-2871,GOVERNMENT ITI TIKAMGARH,"CHHATARSAAL GATE, NEAR NEW BUS STAND MAU ROAD, TIKAMGARH-472001",472001,WEST,MADHYA PRADESH,TIKAMGARH,Active,-,-
WST-MP-2192,ALPINE INSTITUTE OF TECHNOLOGY,"GRAM CHANDESARA, DEWAS ROAD, UJJAIN MP, 456010",456010,WEST,MADHYA PRADESH,UJJAIN,Inactive,3.5,405
WST-MP-2193,KADAMBINI COMPUTER INSTITUTE ( VSIPS ),"SECTOR - A , MAHA NANDA NAGAR ,NEAR BY BASKET BALL ARENA VIKRAM UNIVERSITY, UJJAIN, MADHYA PRADESH, 456010",456010,WEST,MADHYA PRADESH,UJJAIN,Inactive,-,-
WST-MP-2194,MAHAKAL INSTITUTE OF TECHNOLOGY,"BEHIND AIR STRIP , DATANA , DEWAS ROAD , UJJAIN MP, 456664",456664,WEST,MADHYA PRADESH,UJJAIN,Active,3.7,400
WST-MP-2195,PRASHANTI GROUP OF INSTITUTION,"9 SAKET NAGAR, GRAM GANGEDI NEAR MAHAVEER TAPO BHOMI, INDORE ROAD UJJAIN, 456006",456006,WEST,MADHYA PRADESH,UJJAIN,Active,3.7,3
WST-MP-2564,"BHARATIYA VIDYA BHAVAN GANDHI INSTITUTE OF COMPUTER EDUCATION & INFORMATION TECHNOLOGY , UJJAIN","33-A, BEHIND DAWA BAZAR, VIVEKANAND COLONY, SINDHI COLONY, UJJAIN, MADHYA PRADESH, 456010",456010,WEST,MADHYA PRADESH,UJJAIN,Active,4.9,271
WST-MP-2870,GOVERNMENT DIVISIONAL ITI UJJAIN,"GOVERNMENT ITI, MAKSI ROAD, UDDAYAN MARG, UJJAIN,456010",456010,WEST,MADHYA PRADESH,UJJAIN,Active,-,-
WST-MP-2263,SHITLA PRATAP SINGH (PVT) ITI,"SHAHPURA ROAD SIGNAL TOLA UMARIA, 484661",484661,WEST,MADHYA PRADESH,UMARIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2549,SHITLA PRATAP SINGH COMPUTER TECHNOLOGY,"SHAHPURA ROAD SIGNAL TOLA UMARIA, 484661",484661,WEST,MADHYA PRADESH,UMARIA,Inactive,4.2,10
WST-MP-2777,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-UMARIA,"GOVT. ITI UMARIA,VILLAGE DABARAUHA ,POST KACHHAWAR NEAR POLYTECHNIC COLLEGE,UMARIA-MADHYA PRADESH 484661",484661,WEST,MADHYA PRADESH,UMARIA,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MP-2264,TECH WORLD COMPUTER INSTITUTE,"WORD NO 11 DAYANAND NAGAR SHANKAR NAGAR, VIDISHA, MADHYA PRADESH, 464001",464001,WEST,MADHYA PRADESH,VIDISHA,Active,3.9,22
WST-MP-2779,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-VIDISHA,"TEELA KHEDI RD, VIDISHA, MADHYA PRADESH 464001",464001,WEST,MADHYA PRADESH,VIDISHA,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-1654,SHRIKRISHNA TYPING AND COMPUTER INSTITUTE,"SHRIKRISHNA TYPING AND COMPUTER INSTITUTE, OPP. SAMBODHI SCHOOL, NEAR SIDDHI BAUG, DELHIGATE AHILYANAGAR 414001",414001,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.7,38
WST-MH-1756,ACHIEVERS INFOTECH,"C/O, SHRI BANSIBHAU MHASKE VIDYALAYA, TAKALI KAZI, NAGAR- JAMKHED ROAD, AHILYANAGAR, MAHARASHTRA 414201",414201,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.9,126
WST-MH-2272,G H RAISONI COLLEGE OF ENGINEERING & MANAGEMENT,"607/111 NAVJEEVAN LAMINGTON ROADAHMEDNAGAR, 400008",400008,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.8,3
WST-MH-2273,ACHIEVERS INFOTECH,"SHRI BANSIBHAU MHASKE VIDYALAYA, TAKALI, KAZI NAGAR-JAMKHED ROAD, AHMEDNAGAR, 414201",414201,WEST,MAHARASHTRA,AHMEDNAGAR,Venue Removed,2.8,2
WST-MH-2274,"AKOLE TALUKA EDUCATION SOCIETY'S FACULTY OF POLYTECHNIC,AHMEDNAGAR","K.G. ROAD, SH44, AKOLE, MAHARASHTRA, 422601",422601,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.1,4
WST-MH-2275,"AMRUTVAHINI COLLEGE OF ENGINEERING COLLEGE,AHMEDNAGAR","NEAR PUNE NASHIK HIGHWAY, AHMADNAGAR, SANGAMNER, MAHARASHTRA, 422608",422608,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.2,1205
WST-MH-2276,"G H RAISONI COLLEGE OF ENGINEERING & MANAGEMENT,AHMEDNAGAR","GATE NO. 1030, PUNE HIGHWAY. VILLAGE CHASS, JILHA PARISHAD, AHMEDNAGAR, MAHARASHTRA, 414008",414008,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.6,3
WST-MH-2277,"KAI SAU SUNITATAI EKNATHRAO DHAKANE POLYTECHNIC COLLEGE,SHEVGAON,AHMEDNAGAR","SHEVGAON,RAKSHI, MAHARASHTRA, 414503",414503,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.2,4
WST-MH-2278,"PADMASHRI DR VITTHALRAO VIKHE PATIL, INSTITUTE OF TECHNOLOGY & ENGINEERING,LONI,AHMEDNAGAR","A/P LONI, TAL. RAHATA, DIST. AHMEDNAGAR, 413736",413736,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.9,700
WST-MH-2279,"SUMAN I TALENT, AHMEDNAGAR","NEXT TO ANKUR LAWN,BURUDGAON ROAD, AHMEDNAGAR, MAHARASHTRA, 414001",414001,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.9,3
WST-MH-2546,VISHWABHARARTI ACADEMY'S COLLEGE OF ENGINEERING,"MSH-2, SAROLA BADDI, JAMKHED ROAD, NAGAR, MAHARASHTRA, 414201",414201,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.6,510
WST-MH-2548,AMRUTVAHINI POLYTECHNIC SANGAMNER,"P.O. SANGAMNER S.K.,TAL. SANGAMNER DIST. AHMEDNAGAR-422608 MAHARASHTRA, INDIA",422608,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.1,4
WST-MH-2633,SHRIKRISHNA COMPUTER INSTITUTE,"677,NEAR NAVRANG HEALTH CLUB,TOPKHANA,AHMEDNAGAR, 414001",414001,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.7,4
WST-MH-2663,HON SHRI BABANRAO PACHPUTE VICHARDHARA TRUST'S PARIKRAMA GOI COLLEGE OF ENGINEERING KASHTI,"AT POST KASHTI SHRIGONDA, AHMEDNAGAR, MAHARASHTRA, 414701",414701,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4.1,4
WST-MH-2665,"SANJIVANI COLLEGE OF ENGINEERING, KOPARGAON","SANJIVANI COLLEGE OF ENGINEERING, STATION RD, OPPOSITE TO SANJIVANI FACTORY, SINGNAPUR, KOPARGAON, MAHARASHTRA, 423603",423603,WEST,MAHARASHTRA,AHMEDNAGAR,Active,4,4
WST-MH-2756,SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE OF ENGINEERING,"SURVEY NO. 162 & 163, NEPTI, AHMEDNAGAR-KALYAN RD, AHMEDNAGAR, MAHARASHTRA 414005",414005,WEST,MAHARASHTRA,AHMEDNAGAR,Active,3.8,500
WST-MH-2196,SHRI INFOTECH,"IN FRONT OF DATTATRAYA PETROL PUMP, WASHIM ROAD, KAPSI,AKOLA, STATE: MAHARASHTRA,, 444006",444006,WEST,MAHARASHTRA,AKOLA,Active,3.8,3
WST-MH-2432,PROF SANTOSH KUTE EXAMINATION CENTER,"IN FRONT SANT TUKARAM CANCER HOSPITAL, TUKARAM CHOWK, GORAKSHAN RD, AKOLA, STATE: MAHARASHTRA, PIN CODE: 444001",444001,WEST,MAHARASHTRA,AKOLA,Venue Removed,4.3,56
WST-MH-2434,COLLEGE OF ENGINEERING &TECHNOLOGY,"COLLEGE OF ENGINEERING AND TECHNOLOGY, BABHULGAON, NH-6AKOLA, STATE: AKOLA, 444104",444104,WEST,MAHARASHTRA,AKOLA,Active,4.1,4
WST-MH-2725,MANAV INFOTECH,"(MANAV SCHOOL OF ENGINEERING AND TECHNOLOGY) VYALLA, AKOLA- 444302",444302,WEST,MAHARASHTRA,AKOLA,Active,4.8,6
WST-MH-2794,SAHKAR MAHARSHI LATE BHASKARRAO SHINGANE ARTS COLLEGE,"SAHKAR MAHARSHI LATE BHASKARRAO SHINGANE ARTS COLLEGE, KHAMGAON, SHILODI ROAD, KHAMMGAON, DIST BULDHANA 4MAHARASHTRA 44303",444303,WEST,MAHARASHTRA,AKOLA,Venue Removed,4.5,4
WST-MH-2831,"GOVERNMENT POLYTECHNIC, MURTIZAPUR, DISTRICT: AKOLA","HENDAJ,NATIONAL HIGHWAY NO.6 MURTIZAPUR, NH 6 KANKA BK, MURTIZAPUR, NH 6, KHARBADI, MAHARASHTRA 444107",444107,WEST,MAHARASHTRA,AKOLA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-2198,SARVADNYA INFOTECH,"WARHADE DED COLLEGE, VIA NAVODYA VIDYALAYA, BACKSIDE OF THE MUNICIPAL CORPORATION SCHOOL, NAVSARI VILLAGE,AMRAVATI, STATE: MAHARASHTRA, 444602",444602,WEST,MAHARASHTRA,AMRAVATI,Active,2.7,2
WST-MH-2282,MADHAV INFOTECH,"ABOVE RAJ TILAK, B-3,1ST FLOOR,DREAMZLAND READYMADE MARKET, NH-6, NAGPUR ROAD, AMRAVATI, 444901",444901,WEST,MAHARASHTRA,AMRAVATI,Active,3.4,3
WST-MH-2560,"GOVERNMENT INDUSTRIAL TRAINING INSTITUTE, AMRAVATI, DIST: AMRAVATI","GOVERNMENT. INDUSTRIAL TRAINING INSTITUTE, MORSHI ROAD,AMRAVATI(MH)PIN 444603",444603,WEST,MAHARASHTRA,AMRAVATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-2561,"GOVERNMENT INDUSTRIAL TRAINING INSTITUTE (WOMAN), AMRAVATI, DIST: AMRAVATI","MORSHI ROAD, AMRAVATI 444603",444603,WEST,MAHARASHTRA,AMRAVATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-2562,VIDHYBHARTI PRIVATE INDUSTRIAL TRAINING INSTUTITE,C.K.NAIDU ROAD CAMP AMRAVATI 444602,444602,WEST,MAHARASHTRA,AMRAVATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-2608,G H RAISONI POLYTECHNIC AMARAVATI,"ANJANGAON BARI ROAD, BADNERA, AMRAVATI, MAHARASHTRA 444701",425109,WEST,MAHARASHTRA,AMRAVATI,Active,3.6,3
WST-MH-2662,GIRIRAJ ENTERPRISES,"DREAMZLAND BUSINESS PARK, B3 WING, 3RD FLOOR, ABOVE PUNJAB NATIONAL BANK, NAGPUR ROAD, AMRAVATI, 444601",444601,WEST,MAHARASHTRA,AMRAVATI,Venue Removed,4.1,65
WST-MH-2836,"GOVERNMENT POLYTECHNIC, ACHALPUR, DISTRICT: AMRAVATI","NEHRU MAIDAN, KANDALI RD, DATTA NAGAR, PENSIONPURA, ACHALPUR, PARATWADA, MAHARASHTRA 444805",444805,WEST,MAHARASHTRA,AMRAVATI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
WST-MH-2875,RUDRA INFOTECH,"B-3 SECOND FLOOR, BACK SIDE OF NANDA SAREE CENTER,DREAM LAND READYMADE MARKET, NATION HIGHWAY NO.6, NAGPUR ROAD, AMRAVATI, MAHARASHTRA, PIN CODE: 444901.",444901,WEST,MAHARASHTRA,AMRAVATI,Active,2,4
WST-MH-2876,"GOVERNMENT INDUSTRIAL TRAINING INSTITUTE (ADIVASI), DHARNI,","GOVERNMENT INDUSTRIAL TRAINING INSTITUTE DHARNI, DISTRICT AMRAVATI KUSUMKOT PIN CODE -444702",444702,WEST,MAHARASHTRA,AMRAVATI,Active,-,-
WST-MH-1760,POORVA INSTITUTE OF CAREER DEVELOPMENT,"MIT COLLEGE BACK SIDE, SHITAL NAGAR, GUT NO. 03, BEED BY PASS, SATARA PARISAR, CHHATRAPATI SAMBHAJI NAGAR,, 431010",431010,WEST,MAHARASHTRA,AURANGABAD,Active,3.6,13
WST-MH-2199,BYTEZ'S INFOTECH,"PLOT NO.18,HAMKUNJ,SURANA NAGAR,JALNA ROAD BEHIND HOTEL YESHDDEEP,SEVEN HILLS,AURANGABAD, 431001",431001,WEST,MAHARASHTRA,AURANGABAD,Active,3.8,3
WST-MH-2200,EVEREST COLLEGE OF ENGINEERING,"FLOOR 3RD, GUT NO 187/189 JATWADA ROAD, AURANGABAD, 431008",431008,WEST,MAHARASHTRA,AURANGABAD,Active,3.6,3
WST-MH-2202,S B COLLEGE OF SCIENCE,"NAAQAM PROJECT, LIBRARY BUILDING, NIRALA BAZAR RD, AURANGABAD, MAHARASHTRA, 431001",431001,WEST,MAHARASHTRA,AURANGABAD,Venue Removed,-,-
WST-MH-2203,YUVAN INFOTECH,"PLOT NO-34,FIRST FLOOR,ABOVE THE MALKAPUR ARBAN CO-OPERATIVE BANK, DEVA NAGARI, SHAHNURWADI CHOWK, AURANGABAD., 431005",431005,WEST,MAHARASHTRA,AURANGABAD,Active,3.4,3
WST-MH-2284,ACTIVE INSTITUTE OF INFORMATION TECHNOLOGY (AIIT),"82, NATH PRANGAN, GARKHEDA, OPP. HOTEL JANKI, NEAR KALIKA MATA MANDIR AURANGABAD, 431005",431005,WEST,MAHARASHTRA,AURANGABAD,Active,3.5,3
