sr,exam_date,project_name,dms_code,city,state,region,month
268,01-08-2025,MUDRA SPMT,WST-MH-2685,PUNE,MAHARASHTRA,WEST,August
269,01-08-2025,MUDRA SPMT,WST-MH-2686,NAGPUR,MAHARASHTRA,WEST,August
270,01-08-2025,MUDRA SPMT,WST-MH-2687,NASHIK,MAHARASHTRA,WEST,August
271,01-08-2025,MUDRA SPMT,WST-MH-2688,AURANGABAD MAHARASHTRA,MAHARASHTRA,WEST,August
272,01-08-2025,MUDRA SPMT,WST-MH-2690,NAVI MUMBAI,MAHARASHTRA,WEST,August
273,01-08-2025,MUDRA SPMT,WST-MH-2806, MUMBAI VIRAR,MAHARASHTRA,WEST,August
274,01-08-2025,MUDRA SPMT,WST-MP-2585,INDORE,MADHYA PRADESH,WEST,August
275,01-08-2025,MUDRA SPMT,WST-MP-2589,BHOPAL,MADHYA PRADESH,WEST,August
276,01-08-2025,SHIKHAR CTS,EST-AN-1152,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS,EAST,August
277,01-08-2025,SHIKHAR CTS,EST-AS-1160,BARPETA,ASSAM,EAST,August
278,01-08-2025,SHIKHAR CTS,EST-AS-1163,JORHAT,ASSAM,EAST,August
279,01-08-2025,SHIKHAR CTS,EST-AS-1167,NAGAON,ASSAM,EAST,August
280,01-08-2025,SHIKHAR CTS,EST-AS-1171,TEZPUR,ASSAM,EAST,August
281,01-08-2025,SHIKHAR CTS,EST-AS-1172,SILCHAR,ASSAM,EAST,August
282,01-08-2025,SHIKHAR CTS,EST-AS-1173,TINSUKIA,ASSAM,EAST,August
283,01-08-2025,SHIKHAR CTS,EST-AS-1386,GUWAHATI,ASSAM,EAST,August
284,01-08-2025,SHIKHAR CTS,EST-AS-1414,TINSUKIA,ASSAM,EAST,August
285,01-08-2025,SHIKHAR CTS,EST-AS-1481,DHEMAJI,ASSAM,EAST,August
286,01-08-2025,SHIKHAR CTS,EST-AS-1500,MAJULI,ASSAM,EAST,August
287,01-08-2025,SHIKHAR CTS,EST-AS-1607,SIVASAGAR,ASSAM,EAST,August
288,01-08-2025,SHIKHAR CTS,EST-JH-1035,BOKARO,JHARKHAND,EAST,August
289,01-08-2025,SHIKHAR CTS,EST-JH-1037,DALTONGANJ,JHARKHAND,EAST,August
290,01-08-2025,SHIKHAR CTS,EST-JH-1040,DHANBAD,JHARKHAND,EAST,August
291,01-08-2025,SHIKHAR CTS,EST-JH-1051,DEOGHAR,JHARKHAND,EAST,August
292,01-08-2025,SHIKHAR CTS,EST-JH-1176,HAZARIBAGH,JHARKHAND,EAST,August
293,01-08-2025,SHIKHAR CTS,EST-JH-1182,GUMLA,JHARKHAND,EAST,August
294,01-08-2025,SHIKHAR CTS,EST-JH-1187,RANCHI,JHARKHAND,EAST,August
295,01-08-2025,SHIKHAR CTS,EST-JH-1188,SAHIBGANJ,JHARKHAND,EAST,August
296,01-08-2025,SHIKHAR CTS,EST-JH-1374,JAMSHEDPUR,JHARKHAND,EAST,August
297,01-08-2025,SHIKHAR CTS,EST-JH-1375,DHANBAD,JHARKHAND,EAST,August
298,01-08-2025,SHIKHAR CTS,EST-JH-1383,HAZARIBAGH,JHARKHAND,EAST,August
299,01-08-2025,SHIKHAR CTS,EST-JH-1385,CHAIBASA,JHARKHAND,EAST,August
300,01-08-2025,SHIKHAR CTS,EST-JH-1582,GOLA,JHARKHAND,EAST,August
301,01-08-2025,SHIKHAR CTS,EST-JH-1587,SIMDEGA,JHARKHAND,EAST,August
302,01-08-2025,SHIKHAR CTS,EST-JH-1776,JAMSHEDPUR,JHARKHAND,EAST,August
303,01-08-2025,SHIKHAR CTS,EST-ML-1195,TURA,MEGHALAYA,EAST,August
304,01-08-2025,SHIKHAR CTS,EST-MZ-1196,AIZAWL,MIZORAM,EAST,August
305,01-08-2025,SHIKHAR CTS,EST-NL-1279,MOKOKCHUNG,NAGALAND,EAST,August
306,01-08-2025,SHIKHAR CTS,EST-OR-1075,GANJAM,ODISHA,EAST,August
307,01-08-2025,SHIKHAR CTS,EST-OR-1100,CUTTACK,ODISHA,EAST,August
308,01-08-2025,SHIKHAR CTS,EST-OR-1112,ANUGUL,ODISHA,EAST,August
309,01-08-2025,SHIKHAR CTS,EST-OR-1288,KENDRAPARA,ODISHA,EAST,August
310,01-08-2025,SHIKHAR CTS,EST-OR-1295,ANUGUL,ODISHA,EAST,August
311,01-08-2025,SHIKHAR CTS,EST-OR-1296,ANUGUL,ODISHA,EAST,August
312,01-08-2025,SHIKHAR CTS,EST-OR-1299,BALASORE,ODISHA,EAST,August
313,01-08-2025,SHIKHAR CTS,EST-OR-1314,DHENKANAL,ODISHA,EAST,August
314,01-08-2025,SHIKHAR CTS,EST-OR-1319,JAGATSINGHPUR,ODISHA,EAST,August
315,01-08-2025,SHIKHAR CTS,EST-OR-1322,JHARSUGUDA,ODISHA,EAST,August
316,01-08-2025,SHIKHAR CTS,EST-OR-1323,KALAHANDI,ODISHA,EAST,August
317,01-08-2025,SHIKHAR CTS,EST-OR-1327,KENDUJHAR,ODISHA,EAST,August
318,01-08-2025,SHIKHAR CTS,EST-OR-1328,KENDUJHAR,ODISHA,EAST,August
319,01-08-2025,SHIKHAR CTS,EST-OR-1329,KHORDHA,ODISHA,EAST,August
320,01-08-2025,SHIKHAR CTS,EST-OR-1334,MAYURBHANJ,ODISHA,EAST,August
321,01-08-2025,SHIKHAR CTS,EST-OR-1335,MAYURBHANJ,ODISHA,EAST,August
322,01-08-2025,SHIKHAR CTS,EST-OR-1338,NAYAGARH,ODISHA,EAST,August
323,01-08-2025,SHIKHAR CTS,EST-OR-1344,SUBARNAPUR,ODISHA,EAST,August
324,01-08-2025,SHIKHAR CTS,EST-OR-1345,SUNDARGARH,ODISHA,EAST,August
325,01-08-2025,SHIKHAR CTS,EST-OR-1349,BHADRAK,ODISHA,EAST,August
326,01-08-2025,SHIKHAR CTS,EST-OR-1350,BHADRAK,ODISHA,EAST,August
327,01-08-2025,SHIKHAR CTS,EST-OR-1353,JAJPUR,ODISHA,EAST,August
328,01-08-2025,SHIKHAR CTS,EST-OR-1360,SAMBALPUR,ODISHA,EAST,August
329,01-08-2025,SHIKHAR CTS,EST-OR-1390,GANJAM,ODISHA,EAST,August
330,01-08-2025,SHIKHAR CTS,EST-OR-1393,BHADRAK,ODISHA,EAST,August
331,01-08-2025,SHIKHAR CTS,EST-OR-1411,GANJAM,ODISHA,EAST,August
332,01-08-2025,SHIKHAR CTS,EST-OR-1442,BALASORE,ODISHA,EAST,August
333,01-08-2025,SHIKHAR CTS,EST-TR-1209,DHALAI,TRIPURA,EAST,August
334,01-08-2025,SHIKHAR CTS,EST-TR-1211,KHOWAI,TRIPURA,EAST,August
335,01-08-2025,SHIKHAR CTS,EST-TR-1213,SEPAHIJALA,TRIPURA,EAST,August
336,01-08-2025,SHIKHAR CTS,EST-TR-1365,SOUTH TRIPURA,TRIPURA,EAST,August
337,01-08-2025,SHIKHAR CTS,EST-TR-1367,DHARMANAGAR,TRIPURA,EAST,August
338,01-08-2025,SHIKHAR CTS,EST-WB-1215,24 PARAGANAS NORTH,WEST BENGAL,EAST,August
339,01-08-2025,SHIKHAR CTS,EST-WB-1217,24 PARAGANAS NORTH,WEST BENGAL,EAST,August
340,01-08-2025,SHIKHAR CTS,EST-WB-1218,24 PARAGANAS NORTH,WEST BENGAL,EAST,August
341,01-08-2025,SHIKHAR CTS,EST-WB-1222,24 PARAGANAS SOUTH,WEST BENGAL,EAST,August
342,01-08-2025,SHIKHAR CTS,EST-WB-1223,24 PARAGANAS SOUTH,WEST BENGAL,EAST,August
343,01-08-2025,SHIKHAR CTS,EST-WB-1227,BANKURA,WEST BENGAL,EAST,August
344,01-08-2025,SHIKHAR CTS,EST-WB-1232,BARDDHAMAN,WEST BENGAL,EAST,August
345,01-08-2025,SHIKHAR CTS,EST-WB-1233,BARDDHAMAN,WEST BENGAL,EAST,August
346,01-08-2025,SHIKHAR CTS,EST-WB-1235,BARDDHAMAN,WEST BENGAL,EAST,August
347,01-08-2025,SHIKHAR CTS,EST-WB-1237,BIRBHUM,WEST BENGAL,EAST,August
348,01-08-2025,SHIKHAR CTS,EST-WB-1239,BIRBHUM,WEST BENGAL,EAST,August
349,01-08-2025,SHIKHAR CTS,EST-WB-1240,COOCH BEHAR,WEST BENGAL,EAST,August
350,01-08-2025,SHIKHAR CTS,EST-WB-1242,DAKSHIN DINAJPUR,WEST BENGAL,EAST,August
351,01-08-2025,SHIKHAR CTS,EST-WB-1245,HOOGHLY,WEST BENGAL,EAST,August
352,01-08-2025,SHIKHAR CTS,EST-WB-1247,HOOGHLY,WEST BENGAL,EAST,August
353,01-08-2025,SHIKHAR CTS,EST-WB-1248,HOWRAH,WEST BENGAL,EAST,August
354,01-08-2025,SHIKHAR CTS,EST-WB-1250,JALPAIGURI,WEST BENGAL,EAST,August
355,01-08-2025,SHIKHAR CTS,EST-WB-1251,KOLKATA,WEST BENGAL,EAST,August
356,01-08-2025,SHIKHAR CTS,EST-WB-1253,MALDA,WEST BENGAL,EAST,August
357,01-08-2025,SHIKHAR CTS,EST-WB-1255,MEDINIPUR EAST,WEST BENGAL,EAST,August
358,01-08-2025,SHIKHAR CTS,EST-WB-1256,MEDINIPUR EAST,WEST BENGAL,EAST,August
359,01-08-2025,SHIKHAR CTS,EST-WB-1260,MEDINIPUR WEST,WEST BENGAL,EAST,August
360,01-08-2025,SHIKHAR CTS,EST-WB-1261,MEDINIPUR WEST,WEST BENGAL,EAST,August
361,01-08-2025,SHIKHAR CTS,EST-WB-1263,MURSHIDABAD,WEST BENGAL,EAST,August
362,01-08-2025,SHIKHAR CTS,EST-WB-1264,MURSHIDABAD,WEST BENGAL,EAST,August
363,01-08-2025,SHIKHAR CTS,EST-WB-1266,NADIA,WEST BENGAL,EAST,August
364,01-08-2025,SHIKHAR CTS,EST-WB-1268,NADIA,WEST BENGAL,EAST,August
365,01-08-2025,SHIKHAR CTS,EST-WB-1270,NADIA,WEST BENGAL,EAST,August
366,01-08-2025,SHIKHAR CTS,EST-WB-1271,PURULIA,WEST BENGAL,EAST,August
367,01-08-2025,SHIKHAR CTS,EST-WB-1272,PURULIA,WEST BENGAL,EAST,August
368,01-08-2025,SHIKHAR CTS,EST-WB-1364,MEDINIPUR WEST,WEST BENGAL,EAST,August
369,01-08-2025,SHIKHAR CTS,EST-WB-1365,PURULIA,WEST BENGAL,EAST,August
370,01-08-2025,SHIKHAR CTS,EST-WB-1377,MEDINIPUR WEST,WEST BENGAL,EAST,August
371,01-08-2025,SHIKHAR CTS,EST-WB-1384,24 PARAGANAS SOUTH,WEST BENGAL,EAST,August
372,01-08-2025,SHIKHAR CTS,EST-WB-1385,BANKURA,WEST BENGAL,EAST,August
373,01-08-2025,SHIKHAR CTS,EST-WB-1392,DAKSHIN DINAJPUR,WEST BENGAL,EAST,August
374,01-08-2025,SHIKHAR CTS,EST-WB-1393,DARJEELING,WEST BENGAL,EAST,August
375,01-08-2025,SHIKHAR CTS,EST-WB-1394,HOWRAH,WEST BENGAL,EAST,August
376,01-08-2025,SHIKHAR CTS,EST-WB-1396,NADIA,WEST BENGAL,EAST,August
377,01-08-2025,SHIKHAR CTS,EST-WB-1425,BARDDHAMAN,WEST BENGAL,EAST,August
378,01-08-2025,SHIKHAR CTS,EST-WB-1428,NADIA,WEST BENGAL,EAST,August
379,01-08-2025,SHIKHAR CTS,NR1-BR-1616,GAYA,BIHAR,NORTH ONE,August
380,01-08-2025,SHIKHAR CTS,NR1-BR-1651,PATNA,BIHAR,NORTH ONE,August
381,01-08-2025,SHIKHAR CTS,NR1-BR-1778,SIWAN,BIHAR,NORTH ONE,August
382,01-08-2025,SHIKHAR CTS,NR1-BR-3209,ARWAL,BIHAR,NORTH ONE,August
383,01-08-2025,SHIKHAR CTS,NR1-BR-3210,AURANGABAD BIHAR,BIHAR,NORTH ONE,August
384,01-08-2025,SHIKHAR CTS,NR1-BR-3212,BANKA,BIHAR,NORTH ONE,August
385,01-08-2025,SHIKHAR CTS,NR1-BR-3217,BUXAR,BIHAR,NORTH ONE,August
386,01-08-2025,SHIKHAR CTS,NR1-BR-3225,JAMUI,BIHAR,NORTH ONE,August
387,01-08-2025,SHIKHAR CTS,NR1-BR-3228,KHAGARIA,BIHAR,NORTH ONE,August
388,01-08-2025,SHIKHAR CTS,NR1-BR-3230,LAKHISARAI,BIHAR,NORTH ONE,August
389,01-08-2025,SHIKHAR CTS,NR1-BR-3235,MOTIHARI,BIHAR,NORTH ONE,August
390,01-08-2025,SHIKHAR CTS,NR1-BR-3236,MUNGER,BIHAR,NORTH ONE,August
391,01-08-2025,SHIKHAR CTS,NR1-BR-3237,MUZAFFARPUR,BIHAR,NORTH ONE,August
392,01-08-2025,SHIKHAR CTS,NR1-BR-3238,NAWADA,BIHAR,NORTH ONE,August
393,01-08-2025,SHIKHAR CTS,NR1-BR-3241,PURNIA,BIHAR,NORTH ONE,August
394,01-08-2025,SHIKHAR CTS,NR1-BR-3242,ROHTAS,BIHAR,NORTH ONE,August
395,01-08-2025,SHIKHAR CTS,NR1-BR-3243,ROHTAS,BIHAR,NORTH ONE,August
396,01-08-2025,SHIKHAR CTS,NR1-BR-3251,SUPAUL,BIHAR,NORTH ONE,August
397,01-08-2025,SHIKHAR CTS,NR1-BR-3331,JEHANABAD,BIHAR,NORTH ONE,August
398,01-08-2025,SHIKHAR CTS,NR1-BR-3386,ARARIA,BIHAR,NORTH ONE,August
399,01-08-2025,SHIKHAR CTS,NR1-BR-3389,JEHANABAD,BIHAR,NORTH ONE,August
400,01-08-2025,SHIKHAR CTS,NR1-BR-3391,BETTIAH,BIHAR,NORTH ONE,August
401,01-08-2025,SHIKHAR CTS,NR1-BR-3398,KATIHAR,BIHAR,NORTH ONE,August
402,01-08-2025,SHIKHAR CTS,NR1-BR-3430,NAWADA,BIHAR,NORTH ONE,August
403,01-08-2025,SHIKHAR CTS,NR1-BR-3431,PATNA,BIHAR,NORTH ONE,August
404,01-08-2025,SHIKHAR CTS,NR1-BR-3436,MADHEPURA,BIHAR,NORTH ONE,August
405,01-08-2025,SHIKHAR CTS,NR1-BR-3455,MADHUBANI,BIHAR,NORTH ONE,August
406,01-08-2025,SHIKHAR CTS,NR1-BR-3459,BIHARSHARIF,BIHAR,NORTH ONE,August
407,01-08-2025,SHIKHAR CTS,NR1-BR-3462,VAISHALI,BIHAR,NORTH ONE,August
408,01-08-2025,SHIKHAR CTS,NR1-BR-3592,BEGUSARAI,BIHAR,NORTH ONE,August
409,01-08-2025,SHIKHAR CTS,NR1-BR-3647,PATNA,BIHAR,NORTH ONE,August
410,01-08-2025,SHIKHAR CTS,NR1-BR-3704,SAMASTIPUR,BIHAR,NORTH ONE,August
411,01-08-2025,SHIKHAR CTS,NR1-BR-3728,CHAPRA,BIHAR,NORTH ONE,August
412,01-08-2025,SHIKHAR CTS,NR1-BR-3755,BEGUSARAI,BIHAR,NORTH ONE,August
413,01-08-2025,SHIKHAR CTS,NR1-BR-3756,SITAMARHI,BIHAR,NORTH ONE,August
414,01-08-2025,SHIKHAR CTS,NR1-BR-3757,PATNA,BIHAR,NORTH ONE,August
415,01-08-2025,SHIKHAR CTS,NR1-UP-3317,SAHARANPUR,UTTAR PRADESH,NORTH ONE,August
416,01-08-2025,SHIKHAR CTS,NR1-UP-3318,ALIGARH,UTTAR PRADESH,NORTH ONE,August
417,01-08-2025,SHIKHAR CTS,NR1-UP-3319,HATHRAS,UTTAR PRADESH,NORTH ONE,August
418,01-08-2025,SHIKHAR CTS,NR1-UP-3320,FATEHPUR UTTAR PRADESH,UTTAR PRADESH,NORTH ONE,August
419,01-08-2025,SHIKHAR CTS,NR1-UP-3323,SHAMLI,UTTAR PRADESH,NORTH ONE,August
420,01-08-2025,SHIKHAR CTS,NR1-UP-3341,AYODHYA FAIZABAD,UTTAR PRADESH,NORTH ONE,August
421,01-08-2025,SHIKHAR CTS,NR1-UP-3350,MATHURA,UTTAR PRADESH,NORTH ONE,August
422,01-08-2025,SHIKHAR CTS,NR1-UP-3363,SONBHADRA,UTTAR PRADESH,NORTH ONE,August
423,01-08-2025,SHIKHAR CTS,NR1-UP-3370,MAU,UTTAR PRADESH,NORTH ONE,August
424,01-08-2025,SHIKHAR CTS,NR1-UP-3372,SANT RAVIDAS NAGAR BHADOHI,UTTAR PRADESH,NORTH ONE,August
425,01-08-2025,SHIKHAR CTS,NR1-UP-3380,AMBEDKAR NAGAR UTTAR PRADESH,UTTAR PRADESH,NORTH ONE,August
426,01-08-2025,SHIKHAR CTS,NR1-UP-3382,BARABANKI,UTTAR PRADESH,NORTH ONE,August
427,01-08-2025,SHIKHAR CTS,NR1-UP-3402,AMROHA,UTTAR PRADESH,NORTH ONE,August
428,01-08-2025,SHIKHAR CTS,NR1-UP-3404,BAGHPAT,UTTAR PRADESH,NORTH ONE,August
429,01-08-2025,SHIKHAR CTS,NR1-UP-3407,DEORIA,UTTAR PRADESH,NORTH ONE,August
430,01-08-2025,SHIKHAR CTS,NR1-UP-3408,FIROZABAD,UTTAR PRADESH,NORTH ONE,August
431,01-08-2025,SHIKHAR CTS,NR1-UP-3409,GHAZIPUR,UTTAR PRADESH,NORTH ONE,August
432,01-08-2025,SHIKHAR CTS,NR1-UP-3411,KASGANJ,UTTAR PRADESH,NORTH ONE,August
433,01-08-2025,SHIKHAR CTS,NR1-UP-3422,MUZAFFARNAGAR,UTTAR PRADESH,NORTH ONE,August
434,01-08-2025,SHIKHAR CTS,NR1-UP-3426,BUDAUN,UTTAR PRADESH,NORTH ONE,August
435,01-08-2025,SHIKHAR CTS,NR1-UP-3434,ETAH,UTTAR PRADESH,NORTH ONE,August
436,01-08-2025,SHIKHAR CTS,NR1-UP-3439,MIRZAPUR,UTTAR PRADESH,NORTH ONE,August
437,01-08-2025,SHIKHAR CTS,NR1-UP-3444,SULTANPUR,UTTAR PRADESH,NORTH ONE,August
438,01-08-2025,SHIKHAR CTS,NR1-UP-3450,KHERI,UTTAR PRADESH,NORTH ONE,August
439,01-08-2025,SHIKHAR CTS,NR1-UP-3472,BANDA,UTTAR PRADESH,NORTH ONE,August
440,01-08-2025,SHIKHAR CTS,NR1-UP-3479,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,NORTH ONE,August
441,01-08-2025,SHIKHAR CTS,NR1-UP-3489,VARANASI,UTTAR PRADESH,NORTH ONE,August
442,01-08-2025,SHIKHAR CTS,NR1-UP-3491,GONDA,UTTAR PRADESH,NORTH ONE,August
443,01-08-2025,SHIKHAR CTS,NR1-UP-3539,HAMIRPUR UTTAR PRADESH,UTTAR PRADESH,NORTH ONE,August
444,01-08-2025,SHIKHAR CTS,NR1-UP-3541,MAINPURI,UTTAR PRADESH,NORTH ONE,August
445,01-08-2025,SHIKHAR CTS,NR1-UP-3570,BIJNOR,UTTAR PRADESH,NORTH ONE,August
446,01-08-2025,SHIKHAR CTS,NR1-UP-3573,LUCKNOW,UTTAR PRADESH,NORTH ONE,August
447,01-08-2025,SHIKHAR CTS,NR1-UP-3575,SHAHJAHANPUR,UTTAR PRADESH,NORTH ONE,August
448,01-08-2025,SHIKHAR CTS,NR1-UP-3576,CHANDAULI,UTTAR PRADESH,NORTH ONE,August
449,01-08-2025,SHIKHAR CTS,NR1-UP-3578,KANPUR,UTTAR PRADESH,NORTH ONE,August
450,01-08-2025,SHIKHAR CTS,NR1-UP-3601,AGRA,UTTAR PRADESH,NORTH ONE,August
451,01-08-2025,SHIKHAR CTS,NR1-UP-3603,BAREILLY,UTTAR PRADESH,NORTH ONE,August
452,01-08-2025,SHIKHAR CTS,NR1-UP-3605,MORADABAD,UTTAR PRADESH,NORTH ONE,August
453,01-08-2025,SHIKHAR CTS,NR1-UP-3650,AGRA,UTTAR PRADESH,NORTH ONE,August
454,01-08-2025,SHIKHAR CTS,NR1-UP-3651,ALIGARH,UTTAR PRADESH,NORTH ONE,August
455,01-08-2025,SHIKHAR CTS,NR1-UP-3652,ALIGARH,UTTAR PRADESH,NORTH ONE,August
456,01-08-2025,SHIKHAR CTS,NR1-UP-3655,AMETHI,UTTAR PRADESH,NORTH ONE,August
457,01-08-2025,SHIKHAR CTS,NR1-UP-3656,AURAIYA,UTTAR PRADESH,NORTH ONE,August
458,01-08-2025,SHIKHAR CTS,NR1-UP-3657,AZAMGARH,UTTAR PRADESH,NORTH ONE,August
459,01-08-2025,SHIKHAR CTS,NR1-UP-3658,AZAMGARH,UTTAR PRADESH,NORTH ONE,August
460,01-08-2025,SHIKHAR CTS,NR1-UP-3660,AZAMGARH,UTTAR PRADESH,NORTH ONE,August
461,01-08-2025,SHIKHAR CTS,NR1-UP-3661,BALLIA,UTTAR PRADESH,NORTH ONE,August
462,01-08-2025,SHIKHAR CTS,NR1-UP-3662,BASTI,UTTAR PRADESH,NORTH ONE,August
463,01-08-2025,SHIKHAR CTS,NR1-UP-3663,BULANDSHAHR,UTTAR PRADESH,NORTH ONE,August
464,01-08-2025,SHIKHAR CTS,NR1-UP-3666,DEORIA,UTTAR PRADESH,NORTH ONE,August
465,01-08-2025,SHIKHAR CTS,NR1-UP-3667,FARRUKHABAD,UTTAR PRADESH,NORTH ONE,August
466,01-08-2025,SHIKHAR CTS,NR1-UP-3668,GHAZIABAD,DELHI NCR,NORTH TWO,August
467,01-08-2025,SHIKHAR CTS,NR1-UP-3670,GORAKHPUR,UTTAR PRADESH,NORTH ONE,August
468,01-08-2025,SHIKHAR CTS,NR1-UP-3671,GORAKHPUR,UTTAR PRADESH,NORTH ONE,August
469,01-08-2025,SHIKHAR CTS,NR1-UP-3672,GORAKHPUR,UTTAR PRADESH,NORTH ONE,August
470,01-08-2025,SHIKHAR CTS,NR1-UP-3673,GORAKHPUR,UTTAR PRADESH,NORTH ONE,August
471,01-08-2025,SHIKHAR CTS,NR1-UP-3674,HAPUR,UTTAR PRADESH,NORTH ONE,August
472,01-08-2025,SHIKHAR CTS,NR1-UP-3676,HARDOI,UTTAR PRADESH,NORTH ONE,August
473,01-08-2025,SHIKHAR CTS,NR1-UP-3677,JALAUN,UTTAR PRADESH,NORTH ONE,August
474,01-08-2025,SHIKHAR CTS,NR1-UP-3678,JAUNPUR,UTTAR PRADESH,NORTH ONE,August
475,01-08-2025,SHIKHAR CTS,NR1-UP-3679,JAUNPUR,UTTAR PRADESH,NORTH ONE,August
476,01-08-2025,SHIKHAR CTS,NR1-UP-3680,JHANSI,UTTAR PRADESH,NORTH ONE,August
477,01-08-2025,SHIKHAR CTS,NR1-UP-3682,KANPUR,UTTAR PRADESH,NORTH ONE,August
478,01-08-2025,SHIKHAR CTS,NR1-UP-3683,KANPUR,UTTAR PRADESH,NORTH ONE,August
479,01-08-2025,SHIKHAR CTS,NR1-UP-3684,KUSHI NAGAR,UTTAR PRADESH,NORTH ONE,August
480,01-08-2025,SHIKHAR CTS,NR1-UP-3686,MAHARAJGANJ UTTAR PRADESH,UTTAR PRADESH,NORTH ONE,August
481,01-08-2025,SHIKHAR CTS,NR1-UP-3687,MEERUT,UTTAR PRADESH,NORTH ONE,August
482,01-08-2025,SHIKHAR CTS,NR1-UP-3689,MIRZAPUR,UTTAR PRADESH,NORTH ONE,August
483,01-08-2025,SHIKHAR CTS,NR1-UP-3690,PRATAPGARH UTTAR PRADESH,UTTAR PRADESH,NORTH ONE,August
484,01-08-2025,SHIKHAR CTS,NR1-UP-3691,PRAYAGRAJ ALLAHABAD,UTTAR PRADESH,NORTH ONE,August
485,01-08-2025,SHIKHAR CTS,NR1-UP-3692,PRAYAGRAJ ALLAHABAD,UTTAR PRADESH,NORTH ONE,August
486,01-08-2025,SHIKHAR CTS,NR1-UP-3693,RAEBAREILI,UTTAR PRADESH,NORTH ONE,August
487,01-08-2025,SHIKHAR CTS,NR1-UP-3696,SANT KABIR NAGAR,UTTAR PRADESH,NORTH ONE,August
488,01-08-2025,SHIKHAR CTS,NR1-UP-3699,SITAPUR,UTTAR PRADESH,NORTH ONE,August
489,01-08-2025,SHIKHAR CTS,NR1-UP-3700,SONBHADRA,UTTAR PRADESH,NORTH ONE,August
490,01-08-2025,SHIKHAR CTS,NR1-UP-3701,UNNAO,UTTAR PRADESH,NORTH ONE,August
491,01-08-2025,SHIKHAR CTS,NR1-UP-3702,VARANASI,UTTAR PRADESH,NORTH ONE,August
492,01-08-2025,SHIKHAR CTS,NR1-UP-3703,VARANASI,UTTAR PRADESH,NORTH ONE,August
493,01-08-2025,SHIKHAR CTS,NR1-UP-3732,AGRA,UTTAR PRADESH,NORTH ONE,August
494,01-08-2025,SHIKHAR CTS,NR1-UP-3733,MAU,UTTAR PRADESH,NORTH ONE,August
495,01-08-2025,SHIKHAR CTS,NR1-UP-3758,AZAMGARH,UTTAR PRADESH,NORTH ONE,August
496,01-08-2025,SHIKHAR CTS,NR1-UP-3759,KAUSHAMBI,UTTAR PRADESH,NORTH ONE,August
497,01-08-2025,SHIKHAR CTS,NR1-UP-3760,MATHURA,UTTAR PRADESH,NORTH ONE,August
498,01-08-2025,SHIKHAR CTS,NR1-UP-3761,LUCKNOW,UTTAR PRADESH,NORTH ONE,August
499,01-08-2025,SHIKHAR CTS,NR1-UP-3762,MAU,UTTAR PRADESH,NORTH ONE,August
500,01-08-2025,SHIKHAR CTS,NR2-DL-4524,DELHI,DELHI,NORTH TWO,August
501,01-08-2025,SHIKHAR CTS,NR2-HP-4317,JWALI,HIMACHAL PRADESH,NORTH TWO,August
502,01-08-2025,SHIKHAR CTS,NR2-HP-4321,MANDI HIMACHAL PRADESH,HIMACHAL PRADESH,NORTH TWO,August
503,01-08-2025,SHIKHAR CTS,NR2-HP-4323,BAGSIAD,HIMACHAL PRADESH,NORTH TWO,August
504,01-08-2025,SHIKHAR CTS,NR2-HP-4324,JOGINDERNAGAR,HIMACHAL PRADESH,NORTH TWO,August
505,01-08-2025,SHIKHAR CTS,NR2-HP-4326,RAMPUR HIMACHAL PRADESH,HIMACHAL PRADESH,NORTH TWO,August
506,01-08-2025,SHIKHAR CTS,NR2-HP-4408,MANDI HIMACHAL PRADESH,HIMACHAL PRADESH,NORTH TWO,August
507,01-08-2025,SHIKHAR CTS,NR2-HP-4412,NAHAN,HIMACHAL PRADESH,NORTH TWO,August
508,01-08-2025,SHIKHAR CTS,NR2-HP-4448,MOHIN,HIMACHAL PRADESH,NORTH TWO,August
509,01-08-2025,SHIKHAR CTS,NR2-HP-4452,SOLAN,HIMACHAL PRADESH,NORTH TWO,August
510,01-08-2025,SHIKHAR CTS,NR2-HP-4629,KANGRA,HIMACHAL PRADESH,NORTH TWO,August
511,01-08-2025,SHIKHAR CTS,NR2-HP-4719,BILASPUR HIMACHAL PRADESH,HIMACHAL PRADESH,NORTH TWO,August
512,01-08-2025,SHIKHAR CTS,NR2-HR-4282,AMBALA,HARYANA,NORTH TWO,August
513,01-08-2025,SHIKHAR CTS,NR2-HR-4283,BAHADURGARH,HARYANA,NORTH TWO,August
514,01-08-2025,SHIKHAR CTS,NR2-HR-4284,BHIWANI,HARYANA,NORTH TWO,August
515,01-08-2025,SHIKHAR CTS,NR2-HR-4291,GUDHA,HARYANA,NORTH TWO,August
516,01-08-2025,SHIKHAR CTS,NR2-HR-4293,KAITHAL,HARYANA,NORTH TWO,August
517,01-08-2025,SHIKHAR CTS,NR2-HR-4296,MAHENDRAGARH,HARYANA,NORTH TWO,August
518,01-08-2025,SHIKHAR CTS,NR2-HR-4299,NARNAUL,HARYANA,NORTH TWO,August
519,01-08-2025,SHIKHAR CTS,NR2-HR-4301,PALWAL,HARYANA,NORTH TWO,August
520,01-08-2025,SHIKHAR CTS,NR2-HR-4302,PANCHKULA,HARYANA,NORTH TWO,August
